NIT,NOMBRE,CALIFICACION_PROMEDIO
90644559,Brown-Carlson,1
92087255,Allen Inc,4
58801116,"Goodwin, Rose and Davis",5
23103825,Mcguire-Harris,1
86765589,"Camacho, Flores and Douglas",2
61326057,Cox Ltd,3
81905553,Richards-Young,1
69191787,Hicks Inc,2
64169422,Brandt-Gordon,5
05680399,Carlson Group,5
15287632,Rodriguez LLC,5
48867085,Hughes LLC,4
78137424,Garner LLC,2
02088211,"Wade, Wilson and Everett",3
69761256,"Frank, Bell and Padilla",3
83206870,Lamb Group,3
89822616,Herrera Ltd,5
32501209,"Burch, Miller and Cantu",1
70488913,"Maddox, Jenkins and Pena",4
36531158,Romero-Wood,1
48294652,Reeves Group,3
12314911,Flynn PLC,4
89513514,Hubbard LLC,4
89417423,Mcconnell Ltd,1
29864645,Chan-Clark,1
29072699,"Martinez, Henderson and Kim",5
60219879,Guzman-Ware,3
25858501,Gill LLC,2
72812372,White Group,1
44242428,Hawkins Inc,2
37606664,Petersen LLC,4
35936428,Maxwell-Williams,2
36419227,"Fischer, Bryant and Martinez",5
18614893,"Bates, Brown and Harris",3
30391819,Berg and Sons,1
89157589,Smith-Francis,4
25875720,Nelson and Sons,1
62326025,"Bright, Kerr and Williams",2
25946192,Jackson Inc,3
16705968,"Ellis, Jones and Gomez",4
19564234,Cohen-Lawson,2
02088051,Colon-Harrington,3
52687648,"Greer, Crawford and Sherman",3
15370884,Scott-Simpson,3
76978234,Rodriguez Inc,2
05161652,Watson LLC,2
71274980,Randolph-Wade,3
11454472,Hill and Sons,5
27458532,Tate-Navarro,4
74361373,Smith-Richard,3
07775802,Vasquez and Sons,1
74504305,"Collins, Webster and Medina",5
45641312,"Larsen, Parker and Baker",1
74317462,"Meyers, Price and Summers",4
63870886,Park-Norman,5
31545488,Bush-Saunders,1
89867129,Wyatt-Jackson,4
74451654,"Alvarado, Smith and Owen",4
94549164,King-Ward,5
87488883,Martin Inc,1
56020694,Campos Group,5
84031532,Graves-Ray,3
27791363,Hall Inc,2
03421512,"Hill, Bryant and Shepard",2
50124190,"Miller, Johnston and Krueger",2
29706211,Cooper-Cross,4
26667522,Santiago PLC,3
93349949,Savage-Allen,5
96725931,Sanchez PLC,3
72162934,Jordan Group,4
23874985,Gilbert and Sons,3
03745748,"Curry, Cline and Blake",2
37497767,Moore Inc,3
15612328,Vincent-Chaney,1
00895712,"Young, Lyons and Cruz",1
65909423,Mays-Grimes,2
12458219,Wong-Henderson,3
41193648,"White, Taylor and Duke",2
15869418,Le-Gutierrez,4
11632092,Haynes-Gonzalez,4
01914689,"Walker, Esparza and Lewis",1
92761834,Carter Group,3
69870095,"Mitchell, Harmon and Smith",3
46367228,Warner PLC,4
51780821,Taylor-Edwards,5
96517222,Evans-Murphy,5
91928719,Montes-Martinez,2
34007792,Hayes Ltd,2
77402301,Watson LLC,1
73997689,"Skinner, Wong and Sanchez",2
47130722,Whitaker and Sons,5
44990862,Myers-Hutchinson,2
39000385,Quinn Group,3
78782839,Rodriguez Inc,1
03853429,"Young, Jimenez and Marsh",3
59386148,Garza PLC,2
80481133,Bennett and Sons,2
96773666,Sullivan Ltd,2
28386148,Harrison Ltd,5
02372792,"Stewart, Valdez and Lawrence",3
63897944,"White, Rodriguez and Walls",5
46010797,Herring LLC,3
95959610,Patterson Inc,5
04092704,"Davis, Bowers and Cohen",2
43820504,Thomas-Sawyer,1
37605735,"Ferrell, Smith and White",4
29927111,"Jackson, Smith and Lozano",1
84630636,"Adams, Ramirez and Phillips",1
83519482,Lambert-Harris,1
82005382,"Allen, Johnson and Hanson",2
43231775,Lane-Reyes,1
94662672,Miller-Bailey,5
56443882,Russell-Burns,2
09128118,Jennings-Arnold,4
74622337,Lowery-Wilson,2
23623804,Robertson PLC,1
99639631,"Roth, Haynes and Rodriguez",5
35151029,"Perez, Alexander and Weber",2
26650067,Ayala-Johnson,1
55236058,Mccoy LLC,3
18604948,Payne and Sons,5
04869665,Hudson Inc,1
99825171,Bolton-Evans,2
24201704,Golden Inc,3
28220275,Krause-Knapp,5
43960095,"Perry, Brown and Green",4
44770808,"Taylor, Simpson and Martinez",4
77446985,"Terry, Harvey and Gomez",2
62842570,Hunter Group,1
54600256,Alvarez-Watson,3
94389760,Farmer PLC,1
06880576,"Bridges, Willis and Reese",4
18895001,Payne Group,3
32880571,Russell-Lucas,5
89864937,Boyle-Gomez,1
32169874,"Dean, Kidd and Lewis",2
96148884,"Jones, Robinson and Warren",1
22458629,Cortez-White,4
84102676,"Zamora, Carpenter and Vargas",4
36937486,Wheeler PLC,4
69384608,Gonzales LLC,1
03191811,Cox Inc,2
23129467,Miller Ltd,3
11262947,Richardson and Sons,3
42779711,"Curtis, Hall and Soto",2
63621105,"Wright, Torres and Moore",3
03693469,Friedman-Diaz,4
25870046,Williams and Sons,2
74955817,Brock-Ross,4
51807986,"Barnes, Ramirez and Hernandez",2
00720427,Finley-Evans,3
97111917,Miller Group,2
77790958,Flores-Wallace,1
75764951,"Burke, Vazquez and Beasley",4
03041772,Lane Ltd,3
32459371,"Weeks, Saunders and Rivera",4
19361109,Rodriguez-Riley,5
90424120,Lara-Robinson,1
39475510,Ellis-Henson,5
94957594,Black-Miranda,2
30336339,Johnson-Munoz,5
91034212,Schultz PLC,5
15316639,Smith-Alexander,3
11856474,"Rogers, Guerrero and Li",5
73546672,Brown-Preston,5
01370676,"Garcia, Smith and Hawkins",3
84341235,"Rivera, Boyd and Davis",2
50494361,Mendez LLC,3
57602325,"Anderson, Chavez and Walters",2
50999446,"Berger, Nelson and Wood",5
03958858,"May, Peterson and Hardy",1
52897566,Hurley-Wilson,5
78433762,"Rodriguez, Barton and Snyder",1
05356683,Lucero-Harris,4
57290225,Ferguson-Watkins,5
76773204,Thompson PLC,3
51948382,"Brooks, Martin and Reyes",3
59007661,Swanson-Bridges,2
98485307,Gray and Sons,3
31729734,Fuller LLC,5
99247416,Smith Inc,3
53729255,"Sutton, Gonzalez and Collins",4
33443065,Obrien-Holloway,4
87913217,Green LLC,2
51570644,Castro-Hughes,3
40698021,"Ray, Fisher and Hall",2
76179433,"Flowers, Jimenez and Donaldson",1
01723496,Klein-Parker,1
01629408,Robinson-Bell,2
37254933,"Franco, Gonzalez and Peterson",5
92762367,Harmon-Baker,2
44730826,Mahoney-Berry,5
90164279,Chen-Mccarty,5
38170331,"Petersen, Hawkins and Garcia",3
26336060,Rivera Inc,1
10955420,"Pace, Solis and Young",5
15593320,Adams-Cole,2
83321818,"Gonzalez, Higgins and Rodriguez",2
12461554,Caldwell LLC,4
98850754,Little-Lopez,1
76432453,Clark-Stokes,3
66491668,Reid Ltd,4
03060827,Thompson-Schmidt,2
84199539,"Garcia, Jones and Everett",1
22410429,Ramos-Mitchell,1
05139989,Martin-Smith,5
90610417,Espinoza-Perkins,2
08347442,Sanchez and Sons,3
10986752,Fields-Allen,3
91264855,"Jones, Bradley and Smith",4
28066286,"Kim, Chavez and Davis",4
00468015,"Lara, Becker and Chavez",1
35922605,"Smith, Nelson and Khan",1
15156839,Long-Marquez,3
79941631,"Sutton, Brown and Ross",1
34416822,Herrera-Chan,1
78735361,Jenkins-Duncan,5
40817705,Santos Group,4
57268101,Berg and Sons,3
60509925,Rice Group,5
43528639,Flowers-Mccormick,5
49401738,"Ballard, Ray and Graham",1
12785209,Smith and Sons,2
99453961,"Barber, Shaffer and Wiley",3
45665301,"Andrews, Holmes and Thomas",1
65062142,Martinez PLC,4
91393975,Ferguson-Ramos,4
89781616,"Moss, Burns and Gonzalez",4
98844180,"Cole, Allison and Ramos",2
05387793,"Collins, Banks and Nguyen",5
60234308,Riley Group,1
99178796,Douglas and Sons,1
91133168,Davis Inc,5
15312785,Henderson LLC,4
67797110,Walters-Moore,1
90743153,Green Group,1
42327929,"Johnson, Duke and Jimenez",5
85168169,Kelly Ltd,1
02910147,Burns-Kaufman,4
00172608,Torres-Knapp,1
43167722,Woodward PLC,3
87508451,Ryan-Stewart,5
35248538,Barnett Ltd,3
29252671,Bennett Inc,3
53882158,Gardner-Martinez,4
41166413,Conway Group,2
94158571,Turner Group,2
08141965,Wilson Group,5
91910967,"Shields, Lewis and Patton",1
44558833,Dixon and Sons,5
35581895,"Clark, Santos and Garrison",2
54386303,Bryant and Sons,3
58707494,Burke-Conley,5
37931322,"Hernandez, Riley and Roy",1
96969946,Rodriguez-Cooper,4
04040194,Keller-Ayala,2
50327294,Henson-Smith,4
94905656,Benjamin-Johnson,4
42980865,"Lin, Lee and Cole",5
24761260,Smith-Waller,3
97568377,Spencer-Griffin,1
89261699,"Smith, Meyer and Morgan",5
51468101,Bryant-Fuller,3
60455161,"Kim, Norton and Larson",1
19217543,"Wolfe, Kennedy and Villarreal",3
17831666,Kim-Lucas,2
13771362,Leach-Simpson,5
20647476,"Thomas, Maddox and Wright",2
39993885,Austin-Garrett,2
46124944,Liu-Benjamin,5
02384801,Perry Group,4
30997417,Bailey Group,2
02188546,Robinson and Sons,2
97399698,Hernandez-Frederick,2
02446301,Hebert and Sons,1
94957709,"Atkinson, Compton and Daniels",1
36380299,Summers-Hoffman,5
10113073,"Farmer, Davis and Dodson",5
76041839,Miller Ltd,2
60555557,Cruz Group,2
49507348,"Brooks, Bray and Davis",3
55576277,Thomas-Gonzalez,3
68834319,"Hill, Lambert and Hunt",2
26670959,Cross-Maldonado,2
18292442,Long PLC,2
85071971,Smith-Baker,4
29083039,"Hill, Ortiz and Mendoza",3
08996879,Lyons-Randolph,1
09456747,Chapman Inc,1
34796597,"Frye, Hamilton and Guzman",3
53564955,Williams Ltd,3
75211165,Thomas-Molina,2
73962229,Munoz Inc,5
32487589,Bradshaw and Sons,5
73757047,"Patel, Hughes and Kelley",5
74692842,Lee-Reynolds,5
25206579,Porter Ltd,3
24594868,Harris-Smith,2
92379480,"Gonzalez, Williams and Ingram",4
02740324,Smith-Lopez,3
72339459,"Clarke, White and Mullins",4
33881805,Nicholson Group,1
43908448,Ray-Wood,3
50887255,"Lindsey, Gardner and Charles",1
13234553,Smith-Levy,1
44363185,Summers-Winters,2
63946857,"Moyer, Guzman and Gonzalez",2
96398128,Walker-Duran,3
44026257,Mcclure-Macias,4
26316321,Rodriguez-Martinez,2
41028209,Horton-Burke,3
57830629,Rivera-Brown,3
59235774,Reyes LLC,1
73467588,Velasquez-Johnson,4
72273517,"Harris, Ruiz and Vazquez",4
15008794,Smith Group,3
66251255,Weaver-Marshall,5
94718829,"Maddox, Diaz and Lee",2
39115584,"Brown, Rosario and Walker",2
18705423,Gomez-Miller,3
76358654,Garcia-Hill,4
48841405,Rich-Ruiz,4
98554133,Parker-Lee,5
85384743,Pearson Group,4
01988468,Huff LLC,5
99522285,Mills PLC,1
43652723,Sloan Ltd,2
49272758,Snyder-Fletcher,4
21530210,Lee LLC,1
00839211,Castro-Valentine,2
48375306,Garza-Washington,1
79837620,Watts Group,1
82634063,Dennis and Sons,2
93058100,Munoz Ltd,4
67224739,Matthews Group,2
32886443,"Mcdonald, Brandt and Smith",4
33844954,Bentley LLC,4
46556622,"Jacobs, Jackson and Hanna",2
34495421,"Moreno, Dominguez and Sawyer",5
51359324,Bautista Ltd,5
85216310,"Mann, Hart and Rice",5
05533619,"Cherry, Snyder and Bennett",2
78900127,Doyle and Sons,1
07830174,Preston PLC,1
80280651,Figueroa LLC,1
41097076,"Morton, Mclaughlin and Robinson",1
50292523,Smith-Lucas,3
11574354,Briggs-Wallace,3
54103863,Kline Group,2
87196863,"Williams, Reed and Coleman",2
17465809,Ingram PLC,5
69564512,"Allen, Sharp and Daniels",3
93009676,Wheeler-Serrano,5
60254986,"Conley, Wright and Hayes",2
44016883,Olson and Sons,3
68837709,Wright-Moore,1
67342266,Morales-Simpson,3
11308706,Harding Ltd,3
14193736,Baker-Jackson,2
11359548,"Glover, Gilmore and Flores",5
60311887,Rojas Inc,3
76250217,Russell-Adams,1
40785486,Smith-Fisher,2
48214957,"Vance, Jefferson and Welch",4
67579877,Herrera-Arnold,1
41394441,"Massey, York and Gibson",5
40843391,Johnson-Miller,5
93095792,"Rivas, Phillips and Allen",5
20064013,"Herrera, Padilla and Huff",4
00984997,King-Thomas,3
55352321,Kelly-Lyons,4
99097370,Holder-Brown,2
68500986,Newman-Ward,5
04277422,Dorsey Inc,4
32424287,Smith Inc,2
02271484,"Martinez, Dunn and Oliver",2
11628125,Adams-Merritt,3
80077664,"Martin, Chavez and Patterson",1
79854757,Davis and Sons,5
94231915,Williams and Sons,3
36520503,Johnson-Hardin,3
09238923,"Marks, Vasquez and Thompson",5
53386984,Brown and Sons,2
30091306,Walls-Graves,2
47605411,Roberts Inc,2
37094249,Mcconnell-Singh,3
18078350,Wall PLC,3
92958432,Mclaughlin PLC,1
39388681,"Padilla, Goodwin and Brown",2
93242752,"Murphy, Young and Becker",5
72510650,Brown Group,5
74792252,"Duke, Garrison and Jackson",4
83899577,Potts-Turner,5
03738085,"Robinson, Gonzalez and Brewer",2
86644556,Rios PLC,4
45610639,Cline Ltd,3
16803190,Matthews-Moore,1
81843282,Martin Group,2
80632535,Rodriguez-Dominguez,5
17424431,Henry-Bowen,3
45224553,"Smith, Mayo and Wilson",2
74730520,Gray Inc,1
58888766,Ayala-Cunningham,5
33375625,Stokes LLC,1
09815650,Zuniga Ltd,3
29183456,Ponce-Williams,3
16645844,Chandler Inc,4
16264649,"Lopez, Crawford and Pham",4
63366648,Gallagher-Hamilton,4
87959192,Brown-Ballard,1
72169674,Moreno-Rhodes,3
92570061,Chan-Taylor,5
75599362,Gomez and Sons,3
06511074,Brown-Cooper,5
12187898,Trevino Group,2
45890512,Hicks Ltd,1
01668667,"Ferguson, Lindsey and Mcfarland",5
57137926,Garza-Howell,5
76251870,Wood PLC,1
52789564,"Lucas, Esparza and Martinez",1
63364712,"Lowe, Lambert and Wagner",3
48541169,"Miller, Moody and Cortez",4
67775002,Walton-Hall,1
64532011,"Velez, Hicks and Long",1
82970963,Johnson Ltd,1
63589122,Robinson PLC,4
31308526,Strickland Ltd,4
17334426,Bradford and Sons,5
80186090,Hawkins Ltd,2
83307584,Marquez Inc,2
28117698,Sullivan Inc,2
51776343,Richardson-Shepard,3
04375524,Clark Ltd,3
24683043,Simmons Inc,5
80366713,"Nicholson, Ponce and Lee",4
22739131,Green-Robinson,2
30941793,Ball-Cain,5
79397285,Finley LLC,4
23136311,Perez-Vaughn,3
05911837,"Jones, Webb and Mack",5
72241936,Harvey-French,1
82961893,"Garza, Brown and Castillo",2
09046771,Miller-Pitts,1
54468009,"Moyer, Moody and Owen",2
11474562,Orr PLC,4
31115438,"Duncan, Smith and Cameron",1
90614248,Sanchez LLC,2
39163554,Norton-Thompson,5
57200743,Acosta Group,4
97878063,"Davis, Smith and Turner",4
37911768,Davis-Burch,3
73967088,Miller Inc,2
78346208,"Brown, Conley and Glenn",1
69529306,"Allen, Murphy and Hunter",3
75790455,Gonzalez-Boyd,1
88744940,Nunez LLC,1
80238430,"Anderson, Gray and Johnson",1
77048516,"Wilson, Barrett and Berg",1
75041137,Bailey and Sons,1
21624919,Richards LLC,4
91565952,"Harvey, Morales and Ramirez",2
42871668,"Diaz, Ramos and Ellis",2
51832858,Cohen-Francis,5
48887113,"Brown, Waters and Lewis",1
30628755,"Price, Barnes and Anderson",3
98345212,Thomas-Green,5
83620065,"Weiss, Farmer and Thompson",1
78647756,Harmon-Wiggins,4
49179453,"Bailey, Mooney and Leonard",4
27996683,Knight LLC,2
87310504,Bell-Ruiz,5
54506510,Porter-Campbell,5
45728389,Herring-Lee,5
77087577,York-Stewart,3
79901734,Scott LLC,5
33956466,"Richards, Henry and Bridges",2
13124052,Coffey-Hill,1
35832140,"Phelps, Bush and Compton",3
63432664,"Moore, Franklin and Richardson",4
31410823,"Baker, Jones and King",2
49394542,Taylor Ltd,3
99432386,Owens-Nichols,1
57566368,Burns-Vega,1
82743635,Rodriguez-Parrish,5
81927777,Collins-Hart,4
04568445,Bonilla PLC,2
99783129,"Price, Yoder and Juarez",1
28288480,Dougherty-Hamilton,5
76585418,Lane-Williams,5
52366635,Todd Group,4
58598160,Fowler Inc,2
25142730,Williams-Rivera,1
47206885,Walker Group,1
36792177,Griffin-Shaw,5
82552046,"Thompson, Bowers and Erickson",3
04571575,Watson-Wright,1
94080506,Hunt Ltd,2
16564824,Crane-Phelps,5
35789178,"Moss, Gonzales and Gamble",5
11747154,Walsh LLC,4
34669686,Dixon Group,5
11307006,Garcia-Butler,1
86214179,"Scott, Hall and Mills",3
33772547,Martinez PLC,3
95803524,"Jenkins, Shepherd and Burns",1
73092773,Caldwell-Vazquez,1
37350659,Scott-Phillips,2
09641327,"Colon, Day and Mcclain",2
87523973,Gonzalez-Powell,2
86259163,Stewart-Howard,1
20595791,Hensley-Miller,4
78665989,"Lloyd, Davis and Johnson",3
02285023,Herrera Ltd,1
20680930,"Lopez, Curtis and Whitney",2
14563461,Carter-Martinez,1
65369012,"Stephenson, Smith and Johnson",3
18352320,"Adams, Reyes and Lewis",4
52145100,Wilson-Young,4
55790383,Abbott-Zimmerman,2
65221204,Walker-Richardson,4
12301454,Mcdowell PLC,2
13342074,Harris Group,3
92436107,"Adams, Collins and Skinner",3
90540738,Mahoney-Hill,5
67045341,Johnson-Johnson,3
93921244,Rodriguez Group,1
28047285,Macias-Jones,3
70850406,Lin Group,3
18684940,Fuller PLC,5
63290752,George Ltd,1
36293650,Mcgee-Grant,2
88058429,Taylor and Sons,3
94092226,"Cabrera, Christian and Decker",1
28233824,Clark-Thomas,4
99967109,"Shaffer, Le and Burke",1
90388460,Herrera-Elliott,3
56608151,"Brown, Gillespie and Frost",3
87243260,Herrera-Figueroa,4
31665698,Shannon Group,3
55937016,"Adams, Moore and Ramirez",5
27671993,Crawford-Wilson,4
39884169,"Alexander, Jones and Smith",1
01453874,Barnes LLC,4
26397559,"Mitchell, Sanchez and Graves",1
39876386,Martinez-Henry,1
43502172,Griffin-Walker,3
16468146,"Arias, Meyer and Le",5
39797230,Blevins Ltd,4
82532383,Moore Group,5
33159799,Garza-Navarro,3
22383983,Jordan-Barnett,1
26590431,Martin and Sons,5
50233977,Nolan-Bell,1
85599024,"Salas, Nelson and Jones",2
35971771,Lee Group,1
70301274,Lawson-Freeman,4
11861447,Lopez Inc,1
74784714,Garrett and Sons,5
38848612,Lawrence Ltd,1
46937445,"Bates, Jones and Young",4
91018304,Middleton-Goodman,4
19729282,"Vang, Smith and Aguilar",4
16049857,Chase and Sons,1
14089022,"Roman, Adams and West",1
39662873,Reeves Group,5
99540227,"Moore, Campbell and Stone",4
63601114,Davis-Murray,5
86929288,Walters-Cortez,5
53128041,"Macias, Padilla and Crawford",1
33273426,Jackson Ltd,4
02184999,Becker-Sutton,3
19719726,"Davis, Lara and Miller",2
59614999,Marks Group,4
22265234,"Gardner, Jones and Rosario",4
77029362,"Calhoun, Lowe and Navarro",3
74055487,Gonzalez and Sons,3
93650717,"Thomas, Ponce and Nunez",5
22732880,Reese Inc,3
18944945,"Campbell, Randolph and Williams",3
51332143,"Guzman, Decker and Jackson",1
12780181,Clark-Day,2
33900810,Parker LLC,2
99887841,"Brooks, Craig and Welch",3
57000084,Schaefer-Hamilton,3
31727648,Miller LLC,3
78012981,Peterson-Hicks,3
18168105,Bishop Group,5
73150114,Allison-Bailey,2
69854491,Vargas-Yang,2
71990866,Roberson and Sons,4
19375984,Moore Ltd,3
24116244,Edwards Inc,1
51125158,Ruiz-Meyer,1
42596110,Lopez-Smith,2
31551328,Cruz-Jordan,3
09531185,"Glover, Marquez and Perry",2
16956803,Harper-Hall,5
60462640,Olsen-Miller,3
72641132,"Simmons, Fisher and Osborne",1
72113455,Flores Inc,4
74160341,Huffman Ltd,4
49825978,"Diaz, Hawkins and Taylor",5
76852121,"Miller, Mccullough and White",2
81577941,Gutierrez-Salazar,4
97581543,Moore-Kelley,5
35890508,"Cunningham, Ramirez and Burch",4
93691857,"Coleman, Hale and Christensen",1
26953267,Adams Ltd,1
03077078,Ferguson-Barnett,2
67661794,"Cox, Jones and Hines",1
14480010,Gray-Hernandez,3
68607043,"Buck, Brown and Bennett",3
59384502,"Lang, Brooks and Allen",2
82129132,"Ruiz, Padilla and Jones",1
35724025,Olson-Jones,1
06431983,Price-Marshall,4
54628861,King-Huerta,2
71444215,"Case, Patterson and Williams",3
60676818,Watson-Combs,4
95082875,Morgan-Moore,5
11767008,Adams and Sons,1
72487242,"Valencia, Benson and Jones",3
18009705,"Fernandez, Klein and Osborne",1
91966117,"Michael, Garcia and Vasquez",1
42115489,"Johns, Stone and Patterson",4
88557823,"Barrera, Hughes and Osborne",2
46294883,"Obrien, Clark and Farmer",4
60471345,"Lloyd, Medina and Davenport",2
65244760,Gardner PLC,4
32027341,"Williams, Lee and Perry",2
97081135,Wilson PLC,1
91957214,Gray PLC,3
29576081,"Long, Hart and Cain",1
91161468,Pearson Inc,1
31736565,Rivera-Pollard,1
03115671,"Marshall, Smith and Ochoa",2
98734849,Ramirez LLC,2
95774473,Weiss-Suarez,2
98704422,Shaffer-Stokes,2
26879215,Ortiz-Andrews,2
58304242,Simmons Inc,2
10198476,Barron-Mckinney,5
95340616,Walters-Adams,2
10644010,Cox LLC,4
16565692,"Ortiz, Bell and White",2
63041477,"Shaw, Garcia and Norman",5
85688506,Guerra-Valencia,1
92962613,"Walker, Benson and Brock",2
30976726,Parker-James,1
15191946,"Chavez, Harper and Garcia",1
16686434,"Simpson, Foley and Lewis",1
32221626,"Richardson, Woods and Adams",4
63962079,Thomas and Sons,1
34641750,Moore Inc,2
39336217,"Barnes, Romero and Williams",4
51210823,Logan LLC,1
42670643,Martin-Hawkins,3
49651782,Thomas-Watson,1
27042496,Delgado Inc,2
20112868,"Daniel, Wallace and Wilson",5
89485231,Solis-Griffin,2
99678784,King Inc,4
42221449,Huang and Sons,5
95028323,Diaz-Gomez,1
62346108,Williams Group,2
50459100,Thornton-White,1
93569866,"Schneider, Smith and Juarez",3
02114125,"Hopkins, Padilla and Miller",4
