ID,MEDIDA,UNIDAD_MEDIDA,ESPECIFICACION_EMPACADO,UNIDAD_ESPECIFICACION_EMPACADO
838,299,gr,203109,volumenCm3
839,79,gr,497870,pesoGR
840,48,gr,82254,volumenCm3
841,834,gr,631281,pesoGR
842,445,gr,356168,pesoGR
843,107,ml,218486,volumenCm3
844,824,ml,236475,volumenCm3
845,927,ml,520749,volumenCm3
846,494,ml,344840,pesoGR
847,914,gr,530941,pesoGR
848,383,gr,26163,pesoGR
849,704,gr,551702,pesoGR
850,398,gr,468931,pesoGR
851,885,ml,368607,pesoGR
852,407,ml,197319,pesoGR
853,254,ml,596050,pesoGR
854,288,gr,918735,volumenCm3
855,960,ml,808551,pesoGR
856,350,ml,626955,volumenCm3
857,423,ml,49243,volumenCm3
858,952,gr,448318,volumenCm3
859,400,ml,982381,volumenCm3
860,170,gr,777621,volumenCm3
861,974,ml,466907,volumenCm3
862,31,gr,341254,volumenCm3
863,895,ml,248445,volumenCm3
864,842,gr,178244,pesoGR
865,432,gr,803414,pesoGR
866,572,gr,999970,volumenCm3
867,702,ml,331608,pesoGR
868,798,ml,278240,pesoGR
869,198,gr,150910,volumenCm3
870,397,gr,855801,volumenCm3
871,47,ml,346351,pesoGR
872,733,gr,489961,pesoGR
873,964,gr,606875,volumenCm3
874,35,gr,668619,pesoGR
875,663,ml,381110,pesoGR
876,61,ml,436209,volumenCm3
877,337,ml,286529,volumenCm3
878,327,gr,18112,volumenCm3
879,774,gr,957331,pesoGR
880,31,ml,776421,volumenCm3
881,303,gr,986783,pesoGR
882,111,ml,711352,volumenCm3
883,263,gr,395352,pesoGR
884,210,ml,350044,volumenCm3
885,753,ml,736932,volumenCm3
886,673,ml,677015,pesoGR
887,636,gr,801206,volumenCm3
888,553,ml,369372,pesoGR
889,704,gr,149438,volumenCm3
890,552,gr,230139,volumenCm3
891,930,gr,390916,pesoGR
892,161,gr,229925,volumenCm3
893,856,ml,732497,volumenCm3
894,762,ml,392523,volumenCm3
895,323,ml,471408,pesoGR
896,961,gr,305085,pesoGR
897,303,ml,730657,pesoGR
898,3,ml,726685,volumenCm3
899,284,ml,992333,pesoGR
900,692,ml,816842,volumenCm3
901,919,gr,546031,pesoGR
902,687,gr,2754,pesoGR
903,392,gr,502636,volumenCm3
904,203,gr,674279,volumenCm3
905,951,gr,192762,pesoGR
906,456,gr,433408,volumenCm3
907,816,ml,265548,volumenCm3
908,168,ml,73033,pesoGR
909,60,gr,341280,pesoGR
910,794,ml,448148,pesoGR
911,92,gr,431417,pesoGR
912,79,gr,816489,volumenCm3
913,798,ml,641981,volumenCm3
914,531,ml,921329,pesoGR
915,448,gr,31027,volumenCm3
916,498,gr,907529,pesoGR
917,689,ml,565867,volumenCm3
918,959,ml,869158,pesoGR
919,621,gr,815295,pesoGR
920,506,gr,117116,pesoGR
921,741,ml,14198,volumenCm3
922,192,ml,317281,volumenCm3
923,639,ml,128612,pesoGR
924,993,ml,983175,pesoGR
925,593,ml,644183,pesoGR
926,277,ml,174398,pesoGR
927,86,ml,813813,pesoGR
928,58,gr,435912,pesoGR
929,243,ml,142016,volumenCm3
930,613,ml,684358,pesoGR
931,913,gr,713021,pesoGR
932,827,ml,30679,volumenCm3
933,578,ml,260749,volumenCm3
934,641,ml,217220,volumenCm3
935,578,gr,377560,pesoGR
936,376,ml,941825,volumenCm3
937,206,ml,853367,pesoGR
938,459,gr,163053,volumenCm3
939,214,ml,64824,pesoGR
940,513,gr,324019,pesoGR
941,965,gr,479637,volumenCm3
942,617,gr,164084,pesoGR
943,526,ml,286247,volumenCm3
944,826,gr,700708,pesoGR
945,990,ml,883663,volumenCm3
946,858,gr,509587,volumenCm3
947,401,gr,706880,pesoGR
948,200,ml,183634,pesoGR
949,226,ml,69391,pesoGR
950,884,ml,96129,pesoGR
951,728,ml,34622,volumenCm3
952,374,gr,507598,volumenCm3
953,221,ml,692775,pesoGR
954,567,gr,793936,volumenCm3
955,152,ml,244343,pesoGR
956,309,gr,55465,pesoGR
957,598,ml,309878,volumenCm3
958,460,ml,791975,volumenCm3
959,695,gr,72856,volumenCm3
960,284,gr,156442,volumenCm3
961,880,gr,323633,volumenCm3
962,779,ml,308006,volumenCm3
963,122,gr,555556,volumenCm3
964,877,gr,683128,volumenCm3
965,339,ml,426278,volumenCm3
966,748,gr,217135,pesoGR
967,561,ml,353232,volumenCm3
968,99,gr,204468,volumenCm3
969,265,ml,645677,pesoGR
970,402,ml,25566,pesoGR
971,349,ml,12861,pesoGR
972,62,ml,340651,volumenCm3
973,271,ml,842768,pesoGR
974,790,gr,251691,volumenCm3
975,271,ml,345976,pesoGR
976,134,gr,516111,pesoGR
977,937,gr,343819,pesoGR
978,247,ml,353254,volumenCm3
979,920,gr,32229,pesoGR
980,28,ml,588730,volumenCm3
981,805,ml,791329,pesoGR
982,870,ml,217342,volumenCm3
983,24,gr,5418,pesoGR
984,725,ml,805575,volumenCm3
985,482,ml,178620,pesoGR
986,253,ml,654660,volumenCm3
987,857,ml,712820,pesoGR
988,407,gr,49845,volumenCm3
989,138,gr,164829,pesoGR
990,672,ml,235620,pesoGR
991,836,gr,210167,volumenCm3
992,827,ml,472776,volumenCm3
993,29,gr,942730,pesoGR
994,758,gr,12961,pesoGR
995,360,gr,656253,pesoGR
996,546,ml,941707,pesoGR
997,33,ml,346935,pesoGR
998,200,ml,244699,volumenCm3
999,194,gr,548979,pesoGR
1000,952,ml,705458,volumenCm3
1001,211,gr,451495,pesoGR
1002,31,gr,346268,pesoGR
1003,660,ml,298586,volumenCm3
1004,455,ml,629766,volumenCm3
1005,206,ml,729031,volumenCm3
1006,864,ml,317718,volumenCm3
1007,244,ml,914923,pesoGR
1008,451,ml,398943,pesoGR
1009,680,ml,845102,pesoGR
1010,334,ml,998314,volumenCm3
1011,367,gr,126981,volumenCm3
1012,467,ml,176719,pesoGR
1013,447,gr,379544,pesoGR
1014,269,ml,37421,volumenCm3
1015,970,gr,371702,pesoGR
1016,320,gr,765805,pesoGR
1017,771,gr,83326,pesoGR
1018,767,gr,231151,volumenCm3
1019,427,ml,67236,volumenCm3
1020,105,gr,732467,volumenCm3
1021,597,ml,540047,pesoGR
1022,919,ml,774166,volumenCm3
1023,843,ml,679173,pesoGR
1024,736,gr,455350,volumenCm3
1025,640,ml,190635,volumenCm3
1026,438,gr,636191,pesoGR
1027,888,gr,242679,volumenCm3
1028,441,ml,802496,pesoGR
1029,771,ml,497541,pesoGR
1030,824,ml,789392,volumenCm3
1031,165,gr,415203,pesoGR
1032,204,gr,567344,pesoGR
1033,917,ml,52488,pesoGR
1034,639,gr,945710,pesoGR
1035,398,ml,762877,volumenCm3
1036,621,ml,459745,pesoGR
1037,967,ml,163070,volumenCm3
1038,771,ml,466300,volumenCm3
1039,225,ml,600773,pesoGR
1040,355,ml,727692,pesoGR
1041,686,gr,626599,pesoGR
1042,322,gr,267452,volumenCm3
1043,499,ml,583129,pesoGR
1044,94,ml,481675,volumenCm3
1045,799,gr,947646,volumenCm3
1046,849,ml,282671,pesoGR
1047,961,gr,180154,volumenCm3
1048,559,gr,173890,pesoGR
1049,703,gr,78309,pesoGR
1050,424,gr,730947,pesoGR
1051,695,gr,468113,pesoGR
1052,880,gr,967844,volumenCm3
1053,485,gr,775755,volumenCm3
1054,32,ml,375703,pesoGR
1055,420,gr,183406,pesoGR
1056,981,gr,413786,volumenCm3
1057,149,gr,497688,pesoGR
1058,137,ml,979883,volumenCm3
1059,599,gr,363438,volumenCm3
1060,990,ml,50582,volumenCm3
1061,315,gr,881920,volumenCm3
1062,536,ml,634405,volumenCm3
1063,932,ml,486803,volumenCm3
1064,902,ml,789027,volumenCm3
1065,322,gr,824264,pesoGR
1066,251,ml,752118,pesoGR
1067,424,ml,955513,volumenCm3
1068,361,gr,490726,pesoGR
1069,62,ml,11633,pesoGR
1070,441,ml,388614,pesoGR
1071,340,gr,40576,pesoGR
1072,218,ml,125605,pesoGR
1073,181,ml,760206,volumenCm3
1074,560,ml,704600,pesoGR
1075,381,ml,548002,volumenCm3
1076,884,gr,964278,volumenCm3
1077,912,gr,158458,pesoGR
1078,621,gr,287199,pesoGR
1079,77,gr,939014,volumenCm3
1080,404,gr,607993,volumenCm3
1081,789,ml,864657,volumenCm3
1082,92,gr,335397,pesoGR
1083,717,gr,117260,volumenCm3
1084,599,ml,445612,pesoGR
1085,405,gr,82844,pesoGR
1086,824,gr,304323,volumenCm3
1087,863,gr,717039,volumenCm3
1088,658,ml,156397,volumenCm3
1089,586,gr,542080,pesoGR
1090,498,ml,430317,volumenCm3
1091,118,gr,55781,volumenCm3
1092,665,gr,584987,volumenCm3
1093,992,gr,35948,pesoGR
1094,829,ml,335436,pesoGR
1095,215,ml,397015,volumenCm3
1096,805,ml,414552,pesoGR
1097,346,ml,578541,pesoGR
1098,709,gr,658293,pesoGR
1099,75,gr,67409,volumenCm3
1100,868,ml,283169,pesoGR
1101,387,ml,178690,pesoGR
1102,283,ml,334927,pesoGR
1103,497,ml,865491,pesoGR
1104,437,ml,146476,pesoGR
1105,775,gr,53828,pesoGR
1106,798,ml,138308,pesoGR
1107,390,gr,331312,pesoGR
1108,57,gr,343374,pesoGR
1109,391,gr,173327,volumenCm3
1110,710,gr,823239,pesoGR
1111,912,gr,740126,pesoGR
1112,574,gr,499344,volumenCm3
1113,230,gr,77032,pesoGR
1114,377,gr,754760,volumenCm3
1115,56,ml,629042,pesoGR
1116,871,gr,885383,pesoGR
1117,824,gr,70291,pesoGR
1118,49,gr,401365,volumenCm3
1119,409,ml,801390,volumenCm3
1120,807,gr,695519,pesoGR
1121,504,ml,159001,pesoGR
1122,835,ml,861778,volumenCm3
1123,430,gr,866750,volumenCm3
1124,472,gr,574704,pesoGR
1125,412,gr,391412,volumenCm3
1126,168,ml,943581,volumenCm3
1127,89,gr,234115,pesoGR
1128,55,gr,289071,pesoGR
1129,695,gr,273302,pesoGR
1130,857,ml,641630,pesoGR
1131,791,ml,499566,volumenCm3
1132,137,ml,578058,volumenCm3
1133,306,gr,506142,pesoGR
1134,7,ml,212609,pesoGR
1135,149,gr,987065,pesoGR
1136,214,ml,244902,volumenCm3
1137,956,ml,565874,volumenCm3
1138,287,ml,866808,volumenCm3
1139,801,gr,807039,pesoGR
1140,308,ml,330629,pesoGR
1141,506,ml,339351,pesoGR
1142,123,gr,553896,pesoGR
1143,812,ml,791055,volumenCm3
1144,199,gr,35896,volumenCm3
1145,862,gr,590917,pesoGR
1146,298,gr,699216,volumenCm3
1147,615,ml,640190,pesoGR
1148,901,ml,541614,pesoGR
1149,862,ml,268192,pesoGR
1150,233,ml,876509,volumenCm3
1151,442,ml,439841,pesoGR
1152,679,ml,133977,volumenCm3
1153,615,gr,218868,volumenCm3
1154,15,gr,197375,volumenCm3
1155,490,gr,366323,volumenCm3
1156,294,ml,777532,pesoGR
1157,185,ml,34782,pesoGR
1158,544,gr,534987,volumenCm3
1159,849,ml,927202,pesoGR
1160,978,ml,66066,volumenCm3
1161,145,ml,638000,pesoGR
1162,935,gr,364071,volumenCm3
1163,683,ml,129059,pesoGR
1164,803,ml,600665,pesoGR
1165,634,ml,888018,pesoGR
1166,898,ml,883968,pesoGR
1167,696,gr,879699,pesoGR
1168,834,ml,350047,volumenCm3
1169,271,gr,188672,pesoGR
1170,791,ml,718923,pesoGR
1171,266,ml,172097,pesoGR
1172,484,ml,957624,pesoGR
1173,169,ml,274267,pesoGR
1174,646,ml,933865,volumenCm3
1175,670,gr,193007,pesoGR
1176,949,gr,453855,volumenCm3
1177,195,gr,614538,volumenCm3
1178,549,gr,280658,pesoGR
1179,897,gr,59367,volumenCm3
1180,216,gr,819361,volumenCm3
1181,553,ml,568468,pesoGR
1182,733,gr,957420,volumenCm3
1183,88,gr,389957,pesoGR
1184,328,ml,266966,pesoGR
1185,570,ml,376584,volumenCm3
1186,214,ml,138929,volumenCm3
1187,133,ml,87563,volumenCm3
1188,532,gr,625426,volumenCm3
1189,863,gr,496136,pesoGR
1190,826,ml,180178,pesoGR
1191,775,ml,247698,volumenCm3
1192,267,ml,374119,pesoGR
1193,481,gr,617995,pesoGR
1194,354,ml,982458,pesoGR
1195,77,gr,31916,pesoGR
1196,768,ml,676863,volumenCm3
1197,39,ml,863991,pesoGR
1198,225,gr,6854,volumenCm3
1199,71,ml,225465,pesoGR
1200,652,ml,18358,volumenCm3
1201,319,gr,904221,volumenCm3
1202,23,ml,475073,pesoGR
1203,947,gr,430309,volumenCm3
1204,192,ml,222062,pesoGR
1205,508,ml,692450,pesoGR
1206,86,gr,106047,volumenCm3
1207,38,ml,993977,pesoGR
1208,882,gr,951658,pesoGR
1209,425,ml,72939,pesoGR
1210,414,ml,932664,volumenCm3
1211,726,ml,35006,volumenCm3
1212,135,ml,543371,volumenCm3
1213,384,gr,270783,volumenCm3
1214,112,gr,493844,pesoGR
1215,270,gr,625899,pesoGR
1216,249,gr,745909,pesoGR
1217,77,ml,482957,volumenCm3
1218,973,gr,738449,pesoGR
1219,841,gr,644692,volumenCm3
1220,159,gr,860634,pesoGR
1221,599,ml,115358,pesoGR
1222,142,ml,133502,pesoGR
1223,610,gr,726614,pesoGR
1224,93,ml,644645,pesoGR
1225,167,gr,4482,volumenCm3
1226,50,ml,604367,volumenCm3
1227,197,gr,905822,pesoGR
1228,60,ml,521865,volumenCm3
1229,325,ml,660873,pesoGR
1230,557,ml,293775,volumenCm3
1231,224,gr,818425,pesoGR
1232,629,gr,405905,volumenCm3
1233,392,ml,234114,pesoGR
1234,259,gr,560744,volumenCm3
1235,262,gr,622624,volumenCm3
1236,198,gr,369319,pesoGR
1237,194,gr,943128,volumenCm3
1238,630,gr,20252,pesoGR
1239,475,ml,496152,pesoGR
1240,286,ml,459070,pesoGR
1241,907,gr,708816,pesoGR
1242,471,ml,422821,volumenCm3
1243,67,ml,381123,volumenCm3
1244,141,gr,867143,volumenCm3
1245,480,ml,630720,volumenCm3
1246,225,ml,200749,pesoGR
1247,933,ml,616144,volumenCm3
1248,223,ml,81041,pesoGR
1249,991,ml,736112,pesoGR
1250,749,gr,380131,pesoGR
1251,186,ml,799702,pesoGR
1252,521,ml,124370,volumenCm3
1253,699,ml,362251,pesoGR
1254,563,gr,873845,pesoGR
1255,876,gr,925774,pesoGR
1256,243,gr,802453,pesoGR
1257,191,gr,115575,volumenCm3
1258,813,ml,967243,pesoGR
1259,993,ml,53325,pesoGR
1260,1,ml,394467,volumenCm3
1261,498,ml,614359,volumenCm3
1262,206,gr,256609,pesoGR
1263,893,ml,159024,volumenCm3
1264,95,ml,285714,pesoGR
1265,354,gr,708690,volumenCm3
1266,191,gr,425031,pesoGR
1267,738,gr,515909,volumenCm3
1268,323,gr,907252,pesoGR
1269,961,ml,17877,volumenCm3
1270,286,gr,322225,pesoGR
1271,934,gr,683539,pesoGR
1272,236,ml,799524,pesoGR
1273,345,gr,246309,pesoGR
1274,848,gr,546717,volumenCm3
1275,656,gr,401785,volumenCm3
1276,191,ml,195301,pesoGR
1277,803,ml,544822,volumenCm3
1278,708,ml,479002,pesoGR
1279,969,ml,703199,pesoGR
1280,21,ml,123097,volumenCm3
1281,372,gr,456340,pesoGR
1282,203,gr,374146,pesoGR
1283,121,ml,540932,volumenCm3
1284,137,gr,738009,pesoGR
1285,149,ml,62033,volumenCm3
1286,714,ml,886498,pesoGR
1287,449,ml,658900,pesoGR
1288,48,ml,171542,pesoGR
1289,296,gr,678730,pesoGR
1290,367,gr,656227,volumenCm3
1291,972,ml,889781,pesoGR
1292,471,ml,739834,volumenCm3
1293,309,gr,151734,pesoGR
1294,272,ml,550601,pesoGR
1295,400,gr,135503,volumenCm3
1296,202,ml,544648,pesoGR
1297,163,gr,464987,volumenCm3
1298,752,ml,801277,volumenCm3
1299,89,gr,335674,pesoGR
1300,280,gr,236713,pesoGR
1301,271,ml,798920,pesoGR
1302,140,ml,327848,pesoGR
1303,112,ml,741257,pesoGR
1304,487,ml,461234,pesoGR
1305,340,ml,889365,volumenCm3
1306,278,ml,94488,volumenCm3
1307,577,ml,270518,pesoGR
1308,258,gr,540550,volumenCm3
1309,995,ml,832030,volumenCm3
1310,684,ml,350696,volumenCm3
1311,737,gr,703417,pesoGR
1312,220,ml,232995,pesoGR
1313,838,ml,910900,volumenCm3
1314,108,ml,314984,pesoGR
1315,264,ml,626224,volumenCm3
1316,967,gr,640736,volumenCm3
1317,660,gr,388935,volumenCm3
1318,869,gr,707405,pesoGR
1319,78,gr,575315,pesoGR
1320,319,ml,246251,volumenCm3
1321,71,gr,636740,pesoGR
1322,851,ml,417958,volumenCm3
1323,366,ml,998288,pesoGR
1324,782,ml,530057,volumenCm3
1325,642,gr,204646,volumenCm3
1326,87,ml,447863,pesoGR
1327,270,gr,407030,pesoGR
1328,770,gr,13930,volumenCm3
1329,64,gr,63725,pesoGR
1330,722,ml,826616,pesoGR
1331,219,ml,229160,volumenCm3
1332,456,ml,851278,pesoGR
1333,84,ml,646379,pesoGR
1334,97,gr,515926,volumenCm3
1335,448,gr,257737,pesoGR
1336,188,ml,682159,volumenCm3
1337,842,ml,909617,volumenCm3
1338,393,ml,800783,volumenCm3
1339,925,ml,336966,volumenCm3
1340,783,gr,992496,pesoGR
1341,795,gr,594920,volumenCm3
1342,878,ml,46304,volumenCm3
1343,298,gr,642877,volumenCm3
1344,825,gr,432279,volumenCm3
1345,560,ml,913127,pesoGR
1346,559,ml,668636,pesoGR
1347,634,gr,865437,pesoGR
1348,226,gr,71268,volumenCm3
1349,337,ml,907788,pesoGR
1350,268,ml,723333,pesoGR
1351,882,gr,72818,pesoGR
1352,186,gr,217992,pesoGR
1353,49,ml,707534,volumenCm3
1354,334,gr,692418,volumenCm3
1355,269,ml,295135,pesoGR
1356,857,ml,773035,volumenCm3
1357,397,gr,320196,pesoGR
1358,771,gr,665678,pesoGR
1359,337,ml,201971,pesoGR
1360,55,ml,747463,volumenCm3
1361,445,gr,7908,pesoGR
1362,674,ml,736220,volumenCm3
1363,176,gr,418418,volumenCm3
1364,202,ml,746465,pesoGR
1365,368,ml,188083,volumenCm3
1366,142,ml,91555,pesoGR
1367,796,gr,154265,pesoGR
1368,453,ml,315651,pesoGR
1369,161,ml,813990,volumenCm3
1370,348,gr,407585,pesoGR
1371,56,ml,933096,pesoGR
1372,352,ml,825181,volumenCm3
1373,966,gr,830384,pesoGR
1374,521,ml,995879,pesoGR
1375,928,gr,763645,volumenCm3
1376,686,gr,340920,volumenCm3
1377,38,gr,142091,pesoGR
1378,343,gr,544346,volumenCm3
1379,437,gr,564430,pesoGR
1380,199,gr,238355,pesoGR
1381,61,ml,653241,volumenCm3
1382,220,gr,408041,pesoGR
1383,808,ml,529639,pesoGR
1384,843,gr,252909,volumenCm3
1385,250,gr,326095,volumenCm3
1386,776,ml,998535,volumenCm3
1387,867,ml,446899,volumenCm3
1388,593,gr,561927,volumenCm3
1389,308,ml,79237,pesoGR
1390,235,ml,277300,pesoGR
1391,348,ml,70784,pesoGR
1392,17,ml,550723,pesoGR
1393,727,ml,974153,pesoGR
1394,294,ml,188357,pesoGR
1395,384,gr,981515,pesoGR
1396,429,gr,928543,pesoGR
1397,24,gr,348535,volumenCm3
1398,593,ml,51821,volumenCm3
1399,169,ml,834117,volumenCm3
1400,168,ml,169866,pesoGR
1401,79,ml,660743,volumenCm3
1402,396,ml,481893,volumenCm3
1403,418,ml,47132,pesoGR
1404,524,ml,70626,pesoGR
1405,779,ml,949753,volumenCm3
1406,994,gr,371927,pesoGR
1407,975,ml,658222,volumenCm3
1408,618,ml,267488,volumenCm3
1409,2,ml,606614,volumenCm3
1410,517,gr,87610,pesoGR
1411,244,gr,976122,volumenCm3
1412,290,ml,77216,pesoGR
1413,823,gr,302988,volumenCm3
1414,475,gr,573761,volumenCm3
1415,552,ml,802504,volumenCm3
1416,829,ml,412058,volumenCm3
1417,424,ml,551246,volumenCm3
1418,279,ml,977833,volumenCm3
1419,121,gr,971429,volumenCm3
1420,585,gr,1652,pesoGR
1421,67,ml,239523,volumenCm3
1422,1,gr,700871,volumenCm3
1423,799,ml,718763,pesoGR
1424,487,ml,630311,pesoGR
1425,685,ml,122952,pesoGR
1426,852,gr,511806,pesoGR
1427,876,ml,372850,volumenCm3
1428,605,gr,67676,pesoGR
1429,596,gr,105930,volumenCm3
1430,651,ml,662606,pesoGR
1431,755,ml,673936,pesoGR
1432,584,ml,559614,volumenCm3
1433,73,gr,406183,volumenCm3
1434,167,ml,70338,pesoGR
1435,161,ml,507445,pesoGR
1436,579,gr,533946,pesoGR
1437,890,ml,532765,volumenCm3
1438,760,ml,937436,pesoGR
1439,414,gr,594439,volumenCm3
1440,55,ml,221088,pesoGR
1441,620,gr,362215,volumenCm3
1442,177,ml,353478,volumenCm3
1443,807,gr,269305,pesoGR
1444,826,ml,315056,volumenCm3
1445,858,ml,957327,volumenCm3
1446,193,gr,84481,volumenCm3
1447,987,ml,468059,pesoGR
1448,929,ml,852869,volumenCm3
1449,945,gr,779925,pesoGR
1450,151,ml,470768,volumenCm3
1451,183,ml,945898,pesoGR
1452,184,gr,327572,pesoGR
1453,340,gr,444923,volumenCm3
1454,642,ml,378694,pesoGR
1455,430,ml,859964,volumenCm3
1456,33,gr,338022,volumenCm3
1457,948,ml,518104,volumenCm3
1458,30,ml,839355,pesoGR
1459,683,ml,162499,volumenCm3
1460,929,gr,295046,volumenCm3
1461,208,ml,434619,pesoGR
1462,113,ml,208065,volumenCm3
1463,624,ml,22014,volumenCm3
1464,205,gr,985530,pesoGR
1465,418,gr,543144,volumenCm3
1466,36,ml,34873,volumenCm3
1467,693,ml,556059,volumenCm3
1468,126,ml,985030,pesoGR
1469,363,ml,806545,pesoGR
1470,364,gr,707873,volumenCm3
1471,840,gr,571133,pesoGR
1472,578,ml,49354,pesoGR
1473,576,gr,173802,pesoGR
1474,222,gr,224312,pesoGR
1475,571,gr,193502,volumenCm3
1476,674,gr,882812,pesoGR
1477,747,ml,706212,volumenCm3
1478,628,gr,336401,volumenCm3
1479,664,gr,249649,pesoGR
1480,910,ml,507906,pesoGR
1481,550,gr,682538,volumenCm3
1482,788,gr,967860,volumenCm3
1483,38,gr,535085,pesoGR
1484,579,ml,531335,volumenCm3
1485,714,gr,895226,volumenCm3
1486,770,gr,562492,volumenCm3
1487,875,ml,297569,pesoGR
1488,849,gr,85001,volumenCm3
1489,729,ml,203831,pesoGR
1490,153,gr,848829,volumenCm3
1491,109,gr,164078,volumenCm3
1492,328,gr,763232,pesoGR
1493,878,gr,995723,pesoGR
1494,608,ml,186199,pesoGR
1495,814,gr,104605,volumenCm3
1496,964,gr,132730,volumenCm3
1497,571,gr,289537,pesoGR
1498,430,ml,534170,pesoGR
1499,4,ml,992690,pesoGR
1500,723,ml,39468,pesoGR
1501,213,gr,219017,volumenCm3
1502,916,gr,549746,volumenCm3
1503,297,gr,843384,volumenCm3
1504,901,ml,941675,volumenCm3
1505,500,gr,582066,pesoGR
1506,397,gr,721275,volumenCm3
1507,557,ml,263305,pesoGR
1508,315,gr,179517,pesoGR
1509,519,gr,47799,pesoGR
1510,777,ml,529057,volumenCm3
1511,526,gr,119136,pesoGR
1512,901,ml,232320,pesoGR
1513,969,ml,707509,pesoGR
1514,634,gr,576751,pesoGR
1515,66,ml,420428,pesoGR
1516,454,ml,146566,volumenCm3
1517,658,gr,263125,pesoGR
1518,386,gr,888974,volumenCm3
1519,163,gr,843711,volumenCm3
1520,202,ml,498673,volumenCm3
1521,739,ml,802865,volumenCm3
1522,773,gr,639127,volumenCm3
1523,239,ml,837229,pesoGR
1524,184,ml,682496,pesoGR
1525,930,ml,496654,volumenCm3
1526,313,ml,262051,volumenCm3
1527,816,ml,66829,pesoGR
1528,186,ml,337192,volumenCm3
1529,926,gr,621543,pesoGR
1530,529,ml,389838,pesoGR
1531,971,ml,919054,pesoGR
1532,355,gr,618129,pesoGR
1533,890,ml,945239,pesoGR
1534,183,gr,847268,pesoGR
1535,426,ml,875823,pesoGR
1536,362,gr,477768,volumenCm3
1537,547,ml,366891,volumenCm3
1538,95,ml,361340,volumenCm3
1539,620,gr,931624,volumenCm3
1540,524,ml,52798,volumenCm3
1541,189,gr,892210,pesoGR
1542,718,ml,800149,pesoGR
1543,134,ml,433001,pesoGR
1544,483,gr,115622,volumenCm3
1545,499,gr,845764,pesoGR
1546,77,gr,835888,volumenCm3
1547,635,ml,417274,volumenCm3
1548,62,ml,687939,pesoGR
1549,634,ml,246713,volumenCm3
1550,859,ml,61092,pesoGR
1551,728,ml,686992,pesoGR
1552,856,gr,522068,pesoGR
1553,317,gr,44392,pesoGR
1554,158,gr,668790,volumenCm3
1555,268,ml,426514,pesoGR
1556,92,ml,861973,pesoGR
1557,732,gr,835518,pesoGR
1558,599,ml,669237,pesoGR
1559,434,gr,794354,pesoGR
1560,252,gr,414657,pesoGR
1561,391,ml,782191,pesoGR
1562,777,ml,450630,pesoGR
1563,230,ml,939550,volumenCm3
1564,384,ml,319501,pesoGR
1565,401,gr,507546,pesoGR
1566,143,ml,545075,pesoGR
1567,73,ml,367872,volumenCm3
1568,645,gr,421174,volumenCm3
1569,864,ml,536702,pesoGR
1570,274,gr,488934,volumenCm3
1571,480,ml,412441,volumenCm3
1572,781,ml,735645,volumenCm3
1573,196,ml,749903,volumenCm3
1574,205,gr,426767,pesoGR
1575,800,ml,837213,volumenCm3
1576,34,ml,408062,volumenCm3
1577,473,gr,590539,pesoGR
1578,513,gr,270994,pesoGR
1579,340,ml,385959,volumenCm3
1580,544,gr,569447,volumenCm3
1581,369,ml,817961,pesoGR
1582,338,gr,632392,pesoGR
1583,601,ml,531212,volumenCm3
1584,62,gr,839755,pesoGR
1585,381,ml,136224,volumenCm3
1586,392,gr,625753,pesoGR
1587,516,ml,724952,pesoGR
1588,509,gr,358439,volumenCm3
1589,154,gr,263666,volumenCm3
1590,564,gr,619490,volumenCm3
1591,186,ml,552246,pesoGR
1592,671,gr,948039,volumenCm3
1593,749,ml,326568,pesoGR
1594,877,gr,308397,pesoGR
1595,917,ml,395344,volumenCm3
1596,672,gr,796543,volumenCm3
1597,658,ml,551403,volumenCm3
1598,89,gr,72136,volumenCm3
